Timestamp                       (process)[PID]    
2025-08-26 10:29:57.349195+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMVPNSession[Primary Tunnel:t1:B1066681-D804-4511-A8E4-9BC1FA03B021:(null)]: Resetting VPN On Demand
2025-08-26 10:29:57.349281+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMVPNSession[Primary Tunnel:d1:7185E7F2-874E-4051-844B-DC5F0E0BA15D:(null)]: Re-setting policies because the installed apps changed
2025-08-26 10:29:57.349402+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMVPNSession[Primary Tunnel:d1:7185E7F2-874E-4051-844B-DC5F0E0BA15D:(null)]: Resetting VPN On Demand
2025-08-26 10:29:57.349474+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMPathControllerSession[com.apple.preferences.networkprivacy-D0AA612C-4571-4A9B-A6D6-DA074C9F55D7:422677A2-2CEA-4282-A93E-ABAB525D8D3C]: Handling installed apps change, restarting
2025-08-26 10:29:57.349520+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMFilterSession[com.apple.preferences.application-firewall:5E0FA866-BF36-4237-8443-A43CABBA71D7]: Received a restart command from nesessionmanager[21893]
2025-08-26 10:29:57.349543+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] Registering session NESMFilterSession[com.apple.preferences.application-firewall:5E0FA866-BF36-4237-8443-A43CABBA71D7]
2025-08-26 10:29:57.349579+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2a2, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.349769+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2a3, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.350153+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2a4, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.350193+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMPathControllerSession[com.apple.preferences.networkprivacy-D0AA612C-4571-4A9B-A6D6-DA074C9F55D7:422677A2-2CEA-4282-A93E-ABAB525D8D3C]: Received a restart command from nesessionmanager[21893]
2025-08-26 10:29:57.350231+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMPathControllerSession[com.apple.preferences.networkprivacy-D0AA612C-4571-4A9B-A6D6-DA074C9F55D7:422677A2-2CEA-4282-A93E-ABAB525D8D3C]: Stop current session as requested by an overriding restart command from nesessionmanager[21893]
2025-08-26 10:29:57.350233+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMPathControllerSession[com.apple.preferences.networkprivacy-D0AA612C-4571-4A9B-A6D6-DA074C9F55D7:422677A2-2CEA-4282-A93E-ABAB525D8D3C]: Resetting policies
2025-08-26 10:29:57.350383+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMVPNSession[Primary Tunnel:vbom:EFD062E9-34F5-4DFE-8DB9-A02F7DEE73AC:(null)]: Re-setting policies because the installed apps changed
2025-08-26 10:29:57.350444+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2a5, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.350557+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMVPNSession[Primary Tunnel:vbom:EFD062E9-34F5-4DFE-8DB9-A02F7DEE73AC:(null)]: Resetting VPN On Demand
2025-08-26 10:29:57.350576+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] Found 0 registrations for com.wireguard.macos.network-extension (com.apple.networkextension.packet-tunnel)
2025-08-26 10:29:57.351204+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2a6, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.352636+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] Found 0 registrations for com.wireguard.macos.network-extension (com.apple.networkextension.packet-tunnel)
2025-08-26 10:29:57.352742+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] Found 0 registrations for com.wireguard.macos.network-extension (com.apple.networkextension.packet-tunnel)
2025-08-26 10:29:57.353208+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2a7, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.353693+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2a8, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.353779+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMVPNSession[Primary Tunnel:london:3BC4967F-8787-4209-8F45-07BBF47125A3:(null)]: Resetting VPN On Demand
2025-08-26 10:29:57.353814+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] Found 0 registrations for com.wireguard.macos.network-extension (com.apple.networkextension.packet-tunnel)
2025-08-26 10:29:57.353960+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMVPNSession[Primary Tunnel:macm1_wg0:F319E8AE-77CE-4263-929B-694E6693349A:(null)]: Resetting VPN On Demand
2025-08-26 10:29:57.353981+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] Found 0 registrations for com.wireguard.macos.network-extension (com.apple.networkextension.packet-tunnel)
2025-08-26 10:29:57.355518+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] Failed to create LSPlugInKitProxy object (after sorting) for <private> (4052)
2025-08-26 10:29:57.355530+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2a9, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.356543+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] Failed to create LSPlugInKitProxy object (after sorting) for <private> (4256)
2025-08-26 10:29:57.356966+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2aa, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.357201+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2ab, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.357686+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2ac, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.358206+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2ad, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.358314+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2ae, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.358617+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2af, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.359773+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2b0, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.359935+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2b1, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.371869+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2b2, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.373439+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2b3, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.373700+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2b4, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.374157+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2b5, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.374847+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2b6, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.374981+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2b7, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.375333+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2b8, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.377965+0530  localhost nesessionmanager[21893]: (libsystem_info.dylib) Created Activity ID: 0x11eef66, Description: Membership API: translate identifier
2025-08-26 10:29:57.378546+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMPathControllerSession[com.apple.preferences.networkprivacy-10FDFA5F-01EF-4723-82CA-566F13A46F3B:A5B22DBB-1EF5-4433-8966-278703C709D7]: Received a restart command from nesessionmanager[21893]
2025-08-26 10:29:57.378567+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMPathControllerSession[com.apple.preferences.networkprivacy-10FDFA5F-01EF-4723-82CA-566F13A46F3B:A5B22DBB-1EF5-4433-8966-278703C709D7]: Stop current session as requested by an overriding restart command from nesessionmanager[21893]
2025-08-26 10:29:57.378570+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMPathControllerSession[com.apple.preferences.networkprivacy-10FDFA5F-01EF-4723-82CA-566F13A46F3B:A5B22DBB-1EF5-4433-8966-278703C709D7]: Resetting policies
2025-08-26 10:29:57.379577+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMVPNSession[Primary Tunnel:usa:2A440D4B-3AB0-4EB5-B397-8BBF0495CB5F:(null)]: Plugin is installed
2025-08-26 10:29:57.392499+0530  localhost nesessionmanager[21893]: (libsystem_info.dylib) Created Activity ID: 0x11eef67, Description: Membership API: translate identifier
2025-08-26 10:29:57.396919+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] Found 0 registrations for com.wireguard.macos.network-extension (com.apple.networkextension.packet-tunnel)
2025-08-26 10:29:57.397516+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2b9, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.397696+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMVPNSession[Primary Tunnel:Teach Gate VPN:96F9FEAA-50A9-4C18-A68C-EBE3826C075B:(null)]: Plugin is installed
2025-08-26 10:29:57.397930+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2ba, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.398468+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2bb, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.399064+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMVPNSession[Primary Tunnel:d1:7185E7F2-874E-4051-844B-DC5F0E0BA15D:(null)]: Plugin is installed
2025-08-26 10:29:57.399124+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMVPNSession[Primary Tunnel:t1:B1066681-D804-4511-A8E4-9BC1FA03B021:(null)]: Plugin is installed
2025-08-26 10:29:57.399246+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMVPNSession[Primary Tunnel:newyork:90667F55-1C0A-4C1D-A51D-C5D84D9BF106:(null)]: Plugin is installed
2025-08-26 10:29:57.399403+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMVPNSession[Primary Tunnel:vbom:EFD062E9-34F5-4DFE-8DB9-A02F7DEE73AC:(null)]: Plugin is installed
2025-08-26 10:29:57.399452+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMVPNSession[Primary Tunnel:london:3BC4967F-8787-4209-8F45-07BBF47125A3:(null)]: Plugin is installed
2025-08-26 10:29:57.400341+0530  localhost nesessionmanager[21893]: (libsystem_info.dylib) Created Activity ID: 0x11eef68, Description: Membership API: translate identifier
2025-08-26 10:29:57.403398+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMVPNSession[Primary Tunnel:macm1_wg0:F319E8AE-77CE-4263-929B-694E6693349A:(null)]: Plugin is installed
2025-08-26 10:29:57.406423+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMPathControllerSession[com.apple.preferences.networkprivacy-9BD1F8BD-75B9-4747-9CCB-7E2913BBD236:4236304E-20B3-422E-BA4D-477BBFE098D8]: No UUIDs in the cache for PathRuleDefaultNonSystemIdentifier, populating the cache from the path rules
2025-08-26 10:29:57.406430+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] Sending a message to populate the cache with UUIDs from configuration 4236304E-20B3-422E-BA4D-477BBFE098D8
2025-08-26 10:29:57.408685+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] applyIPDefaultDrop: IP Drop-All disabled
2025-08-26 10:29:57.408736+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] applyIPDefaultDrop: IP Drop-All disabled due to disableDefaultDropAfterBoot
2025-08-26 10:29:57.421942+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] applyIPDefaultDrop: Persistent IP Drop-All level <0>
2025-08-26 10:29:57.422065+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] applyIPDefaultDrop: IP Drop-All disabled
2025-08-26 10:29:57.422131+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] applyIPDefaultDrop: IP Drop-All disabled due to disableDefaultDropAfterBoot
2025-08-26 10:29:57.422131+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] applyIPDefaultDrop: non-Persistent IP Drop-All level <0>
2025-08-26 10:29:57.422689+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] applyLayer2DefaultDrop: non-Persistent Layer-2 Drop-All <0>
2025-08-26 10:29:57.423290+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] Failed to register session: NESMFilterSession[com.apple.preferences.application-firewall:5E0FA866-BF36-4237-8443-A43CABBA71D7] type: 4 grade: 3 vpn enabled: 0
2025-08-26 10:29:57.424959+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMFilterSession[com.apple.preferences.application-firewall:5E0FA866-BF36-4237-8443-A43CABBA71D7]: Rejected start command from nesessionmanager[21893]
2025-08-26 10:29:57.442090+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] NESMFilterSession[com.apple.preferences.application-firewall:5E0FA866-BF36-4237-8443-A43CABBA71D7]: Removing all clients
2025-08-26 10:29:57.465025+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2bc, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.465517+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2bd, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.465627+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2be, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.465858+0530  localhost neagent[51233]: (CoreServicesInternal) Created Activity ID: 0x120f2bf, Description: CFURLResolveBookmarkData
2025-08-26 10:29:57.485274+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.489124+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.494439+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.510754+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.516962+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.522170+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.524310+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.531238+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.536706+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.540824+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.545759+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.548454+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.553388+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.563519+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.566084+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.569950+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.572124+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.575110+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.581246+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.583292+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.588317+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.592659+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.tcltk.wish
2025-08-26 10:29:57.593922+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.tcltk.wish in LaunchServices
2025-08-26 10:29:57.595406+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.tcltk.wish
